date,count
2022-02-17,0
2022-02-18,0
2022-02-19,0
2022-02-20,4
2022-02-21,2
2022-02-22,0
2022-02-23,0
2022-02-24,0
2022-02-25,12
2022-02-26,1
2022-02-27,7
2022-02-28,9
2022-03-01,11
2022-03-02,26
2022-03-03,11
2022-03-04,19
2022-03-05,0
2022-03-06,0
2022-03-07,0
2022-03-08,0
2022-03-09,0
2022-03-10,0
2022-03-11,0
2022-03-12,0
2022-03-13,7
2022-03-14,0
2022-03-15,0
2022-03-16,4
2022-03-17,0
2022-03-18,0
2022-03-19,0
